epochs,ttvs,ttvs_low_err,ttvs_high_err
0,0.26080046760398545,0.634756719458528,0.7325856033367018
1,-2.711733495370936,0.7834969206669484,0.7754823087696421
2,4.861511127000995,1.9358826262643563,1.8674439975620771
3,-6.659425011721396,0.8981076203435805,0.9268833804617316
4,3.543649822613588,0.5228124220859169,0.5450472006170459
5,2.473332628942444,0.6339817027139361,0.6294517611240735
6,-4.257884373309935,0.5813892405967636,0.5517495219777624
7,7.508980081511254,0.45453668143891246,0.5317206554696892
8,-5.1175942933878105,0.3968599346590054,0.4305887554415673
